Unnamed: 0,title,ingredients,directions,link,source,NER
738461,French Chocolate Squares(Best Ever Brownies)  ,"[""1 stick butter"", ""2 sq. unsweetened chocolate"", ""2 eggs"", ""1 c. sugar"", ""dash of salt"", ""3/4 c. all-purpose flour"", ""1/2 tsp. baking powder"", ""1/2 c. chopped walnuts"", ""1 tsp. vanilla""]","[""Melt butter and chocolate together."", ""In separate bowl, beat eggs; add salt and sugar."", ""Mix in melted butter and chocolate. Stir in flour, baking powder and nuts."", ""Add vanilla."", ""Bake in a buttered 9 x 7-inch pan at 375\u00b0 for 20 to 25 minutes, or until a toothpick inserted in square comes out clean."", ""I usually double this recipe."", ""May be kept in freezer for unplanned treats.""]",www.cookbooks.com/Recipe-Details.aspx?id=688295,Gathered,"[""butter"", ""unsweetened chocolate"", ""eggs"", ""sugar"", ""salt"", ""all-purpose"", ""baking powder"", ""walnuts"", ""vanilla""]"
1454461,Scallop Toasts With Wasabi Caviar,"[""6 thin slices sandwich bread"", ""2 tablespoons unsalted butter, 1 tablespoon melted"", ""3 large scallions, white and tender green parts minced, dark green part thinly sliced"", ""1 tablespoon pickled ginger, minced, plus 1 tablespoon of the liquid from the jar"", ""1/2 pound sea scallops"", ""1 ounce wasabi caviar (2 tablespoons)"", ""2 tablespoons sesame seeds, preferably black""]","[""Preheat the oven to 350\u00b0. Lightly brush the bread on both sides with the melted butter. Using a 1 1/2-inch biscuit cutter, cut out 4 rounds from each slice of bread. Arrange the bread on a baking sheet and toast for 5 to 6 minutes, or until lightly golden. Let the toasts cool on the baking sheet. Leave the oven on."", ""Melt the remaining 1 tablespoon of butter in a small skillet. Add the minced scallions and cook over moderate heat, stirring, until softened, about 2 minutes. Scrape the cooked scallions into a food processor and let cool. Add the ginger and pulse until combined. Add the scallops and process to a paste."", ""Transfer the scallop mousse to a pastry bag fitted with a 1/2-inch round tip or a plastic bag with a corner snipped off. Pipe a rounded 1/2 teaspoon of the mousse onto the toasts. Alternatively, spoon the mousse on the toasts."", ""Using your finger or a pastry brush, smooth the top of the scallop mousse with the ginger pickling liquid. Bake the scallop toasts for about 5 minutes or until the tops are firm but not rubbery. Let cool, then top half of each toast with the caviar and sprinkle the other half with the sesame seeds. Garnish with the sliced scallion greens and serve the toasts at room temperature."", ""Make Ahead: The scallop mousse can be refrigerated for up to 1 day."", ""Wine Recommendation: Stuckey: High-acid, low-alcohol German wines, like the sharp, mineral-driven 1997 Lingenfelder Grosskarlbacher Osterberg Spatlese Riesling, go with anything that has ginger or wasabi--and the toasts have both.Triffon: The crisp 1995 Trimbach Riesling from Alsace handles the briny flavor of caviar as well, if not better, than the more traditional Champagne; there's also the illusion of sweetness that matches the sweetness of the scallops.""]",www.myrecipes.com/recipe/scallop-toasts-with-wasabi-caviar,Gathered,"[""thin slices sandwich bread"", ""unsalted butter"", ""scallions"", ""ginger"", ""scallops"", ""wasabi"", ""sesame seeds""]"
347876,French Breakfast Puffs,"[""1/3 c. soft shortening"", ""1/2 c. sugar"", ""1 egg"", ""1 1/2 c. sifted flour"", ""1 1/2 tsp. baking powder"", ""1/2 tsp. salt"", ""1/4 tsp. nutmeg"", ""1/2 c. milk""]","[""Cream shortening, sugar and egg."", ""Sift flour, salt, nutmeg and baking powder."", ""Add flour mixture, alternately with the milk to the sugar and shortening."", ""Fill greased muffin tins 2/3 full."", ""Bake at 350\u00b0 for 20 to 25 minutes."", ""Immediately when done, dip in 1/2 cup melted butter and roll in 1/2 cup sugar and 1 teaspoon cinnamon mixture.""]",www.cookbooks.com/Recipe-Details.aspx?id=1052979,Gathered,"[""shortening"", ""sugar"", ""egg"", ""flour"", ""baking powder"", ""salt"", ""nutmeg"", ""milk""]"
934788,Chicken Noodle Soup,"[""4 cups chopped, cooked chicken meat"", ""1 cup chopped celery"", ""1/4 cup chopped carrots"", ""1/4 cup chopped onion"", ""1/4 cup butter"", ""8 ounces egg noodles"", ""12 cups water"", ""9 cubes chicken bouillon"", ""1/2 teaspoon dried marjoram"", ""1/2 teaspoon ground black pepper"", ""1 bay leaf"", ""1 tablespoon dried parsley""]","[""In a large stock pot, saute celery and onion in butter or margarine.\n Watch Now"", ""Add chicken, carrots, water, bouillon cubes, marjoram, black pepper, bay leaf, and parsley. Simmer for 30 minutes.\n Watch Now"", ""Add noodles, and simmer for 10 more minutes.\n Watch Now""]",www.allrecipes.com/recipe/8562/chicken-noodle-soup/,Gathered,"[""chicken meat"", ""celery"", ""carrots"", ""onion"", ""butter"", ""egg noodles"", ""water"", ""chicken bouillon"", ""marjoram"", ""ground black pepper"", ""bay leaf"", ""parsley""]"
859675,Isabell'S Sausage Topped Egg Souffle,"[""1 lb. sausage *"", ""1/2 lb. grated cheese (sharp)"", ""8 slices bread, crusts removed"", ""5 eggs, beaten and mixed with milk"", ""2 c. milk"", ""salt and pepper to taste""]","[""*Saute sausage in frying pan, stirring constantly until sausage loses red color; it will be crumbly."", ""(Do this first so it will cool before spreading on top of casserole.)""]",www.cookbooks.com/Recipe-Details.aspx?id=513233,Gathered,"[""sausage"", ""grated cheese"", ""bread"", ""eggs"", ""milk"", ""salt""]"
1521177,Hollywood Pizza,"[""1 loaf (1 pound) frozen bread dough, thawed"", ""2 tablespoons olive oil"", ""1/2 pound lean ground beef (90% lean)"", ""1 can (7 ounces) pizza sauce"", ""1/2 cup sliced fresh mushrooms"", ""1/2 cup chopped green pepper"", ""1/4 cup sliced seeded jalapeno peppers, optional"", ""1 can (2-1/4 ounces) sliced ripe olives, drained"", ""1 can (14-1/2 ounces) stewed tomatoes, drained"", ""2 cups shredded part-skim mozzarella cheese""]","[""Preheat oven to 400\u00b0. On a greased"", "", roll bread dough into a 14x10-in. rectangle, building edges up slightly. Prick thoroughly with a fork. Brush dough with olive oil. Bake 10-12 minutes or until lightly browned."", ""Meanwhile, in a large skillet, cook beef over medium heat until no longer pink; drain. Spread pizza sauce over crust. Top with beef, mushrooms, green pepper, jalapeno peppers if desired, olives and tomatoes; sprinkle with cheese. Bake 20-25 minutes or until cheese is melted.""]",www.tasteofhome.com/recipes/hollywood-pizza/,Gathered,"[""bread"", ""olive oil"", ""ground beef"", ""pizza sauce"", ""mushrooms"", ""green pepper"", ""peppers"", ""olives"", ""tomatoes"", ""mozzarella cheese""]"
647619,Snickers Salad,"[""any fruit (apples, bananas, etc.)"", ""12 oz. container Cool Whip"", ""3 oz. cream cheese, softened"", ""3 or 4 Snicker bars""]","[""Mix Cool Whip with softened cream cheese."", ""Add fruit."", ""Mix together with spoon."", ""Crush 3 or 4 frozen Snicker bars with a hammer and mix in with fruit.""]",www.cookbooks.com/Recipe-Details.aspx?id=737650,Gathered,"[""apples"", ""cream cheese""]"
1673900,BBQ Pork,"[""4 -5 lbs pork shoulder"", ""1 cup vinegar"", ""2 onions, chopped"", ""2 tablespoons salt"", ""3 tablespoons crushed red pepper flakes"", ""34 cup hot sauce"", ""1 tablespoon sugar"", ""2 tablespoons yellow mustard""]","[""Combine all ingredients except sugar and mustard in heavy pot."", ""Add enough water to cover meat."", ""Slowly cook until meat falls of the bone (approx 3 hours)."", ""Remove pork from pot and put in frying pan."", ""Let simmer."", ""Stir continuously until juice is absorbed."", ""Cut/shred meat while in pan."", ""Add sugar and mustard."", ""NOTE: To save time I usually use a pressure cooker for the meat, instead of adding enough water to cover the meat, I add about 3 cups and cook at 10 lbs pressure for 50-60 minutes That time is from the time that the cooker comes to pressure."", ""After it has cooled the meat has usually fallen completely off and the bone is clean, remove the bone then stir and simmer - if it tastes too vinegary to you, then add some more water and simmer it off."", ""It's usually fine for me."", ""Add the rest of the ingredients.""]",www.food.com/recipe/bbq-pork-257446,Recipes1M,"[""pork shoulder"", ""vinegar"", ""onions"", ""salt"", ""red pepper"", ""hot sauce"", ""sugar"", ""yellow mustard""]"
28485,Cherry Date Skillet Cookies,"[""1 c. butter"", ""1 c. brown sugar, firmly packed"", ""1 (8 oz.) pkg. chopped dates"", ""1 egg"", ""3 c. crisp rice cereal"", ""1 c. flaked coconut"", ""1/2 c. chopped maraschino cherries, drained"", ""1 tsp. vanilla"", ""2 1/2 c. flaked coconut (for rolling)""]","[""In a 10-inch Teflon skillet, melt butter over medium heat. Stir in sugar and dates; remove from heat."", ""Stir in egg."", ""Return to heat and continue cooking over medium heat, stirring constantly, until mixture comes to a full boil (4 to 6 minutes). Boil, stirring constantly, for 1 minute; remove from heat."", ""Stir in rice cereal, 1 cup flaked coconut, cherries and vanilla until moistened."", ""Let stand 10 minutes."", ""Shape rounded teaspoonfuls of dough into 1-inch balls."", ""Roll each ball in remaining 2 1/2 cups flaked coconut."", ""Makes about 5 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=1019153,Gathered,"[""butter"", ""brown sugar"", ""dates"", ""egg"", ""crisp rice cereal"", ""flaked coconut"", ""maraschino cherries"", ""vanilla"", ""flaked coconut""]"
15938,Easy Fruit Cobbler,"[""1 stick butter"", ""1 c. flour"", ""1 tsp. baking powder"", ""1 tsp. salt"", ""1 c. sugar"", ""1 c. milk"", ""1 qt. berries""]","[""Melt butter in casserole dish in microwave. In separate container, mix together flour, baking powder, salt, sugar and milk. Pour this mixture over melted butter in casserole dish. Heat berries through. Pour over mixture. Bake at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=120034,Gathered,"[""butter"", ""flour"", ""baking powder"", ""salt"", ""sugar"", ""milk"", ""berries""]"
69765,Cake Mix Cookies,"[""1 box cake mix (any flavor)"", ""1/2 c. oil"", ""2 eggs or egg substitute""]","[""Mix together and drop by teaspoon onto cookie sheets."", ""Bake for 12 minutes at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=414975,Gathered,"[""cake mix"", ""oil"", ""eggs""]"
1988218,Very Yummy!! Curry Omurice,"[""700 grams White rice"", ""1/2 Carrot"", ""1/2 Onion"", ""2 Green peppers"", ""1 tbsp Soup stock granules"", ""1 tsp Salt"", ""1/2 Onion"", ""150 grams Ground meat (beef and pork mix)"", ""300 ml Water"", ""2 blocks Ready-made curry roux"", ""8 Egg"", ""4 tbsp Milk"", ""1 Heavy cream (optional)""]","[""Rinse the rice and cook in a rice cooker with the ingredients and the required amount of water (not listed in ingredients)."", ""Meanwhile, stir-fry the chopped onion and ground meat in a pan, and add the water."", ""When it comes to a boil, turn the heat off."", ""Add the curry roux and mix."", ""Then turn the heat back on and simmer the mixture for a little while."", ""Beat the egg and mix it with milk."", ""Heat some butter or margarine (not listed) in a frying pan and make an omelette per serving."", ""Arrange the cooked rice on the plate and place the omelette on top."", ""Then pour the curry sauce over it and optionally garnish the dish with a touch of heavy cream or parsley.""]",cookpad.com/us/recipes/152207-very-yummy-curry-omurice,Recipes1M,"[""White rice"", ""Carrot"", ""Onion"", ""Green peppers"", ""granules"", ""Salt"", ""Onion"", ""Ground meat"", ""Water"", ""curry roux"", ""Egg"", ""Milk"", ""Heavy cream""]"
116977,Fettuccine With Sun-Dried Tomato Cream,"[""2/3 c. sun-dried tomatoes"", ""3 to 4 garlic cloves"", ""1 (8 oz.) pkg. cream cheese"", ""1/2 tsp. dried oregano leaves"", ""1/4 c. butter"", ""1/4 c. sour cream"", ""1 lb. cooked fettuccine"", ""1/4 c. olive oil"", ""salt and pepper"", ""fresh parsley""]","[""Cover tomatoes with boiling water; let stand 10 minutes. Drain."", ""Place tomatoes and garlic in food processor; process until coarsely chopped."", ""Add cream cheese and oregano and process until well blended."", ""Melt butter in saucepan; stir in cream cheese mixture and sour cream."", ""Cook until thoroughly heated."", ""Toss fettuccine with oil."", ""Add cream cheese mixture."", ""Season with salt and pepper."", ""Sprinkle with chopped parsley."", ""Serve immediately.""]",www.cookbooks.com/Recipe-Details.aspx?id=369615,Gathered,"[""tomatoes"", ""garlic"", ""cream cheese"", ""oregano"", ""butter"", ""sour cream"", ""olive oil"", ""salt"", ""parsley""]"
786576,Easy Chicken Casserole,"[""1 chicken"", ""2 to 3 c. rice"", ""1 c. celery"", ""1/2 pkg. peas"", ""1 onion"", ""cream of chicken soup"", ""celery soup"", ""salt and pepper to taste"", ""sage to taste""]","[""Cook (boil) chicken and remove meat."", ""Cook celery and onion in butter."", ""Mix soup with one can of water each (2 cans)."", ""Place rice in casserole pan and mix in chicken, peas, onions, rice and soup. Mix in sage, salt and pepper."", ""Bake for 1/2 hour with buttered bread crumbs on top."", ""Bake at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=610523,Gathered,"[""chicken"", ""rice"", ""celery"", ""peas"", ""onion"", ""cream of chicken soup"", ""celery soup"", ""salt"", ""sage""]"
2131310,Big Juicy Stuffed Hamburgers,"[""1 12 lbs ground beef"", ""1 (10 ounce) bottle steak sauce, divided"", ""2 tablespoons fajita seasoning mix"", ""2 tablespoons minced onions"", ""14 teaspoon cayenne pepper"", ""8 slices American cheese, divided"", ""1 (7 ounce) can green chilies, drained"", ""1 (4 ounce) can sliced ripe olives""]","[""In a bowl combine first 5 ingredients, but only 1/4 steak sauce.mix well, and form into 8 patties."", ""On 4 patties, place 1 slice cheese, a little green chilies, and ripe olives."", ""Top with remaining 4 patties, press down, and seal edges so stuffing does not escape."", ""On a heated outdoor grill, place patties on grill and brown both sides."", ""Once they begin to brown, brush tops with remaining steak sauce, and continue grilling for 20 minutes, basting frequently with steak sauce."", ""When meat is ready to come off the grill, place remaining 4 slices of cheeser over the patties."", ""Serve on buns.""]",www.food.com/recipe/big-juicy-stuffed-hamburgers-458409,Recipes1M,"[""ground beef"", ""steak sauce"", ""fajita seasoning mix"", ""onions"", ""cayenne pepper"", ""American cheese"", ""green chilies"", ""olives""]"
841770,Cinnamon Apples,"[""3 c. apples, diced about 1/2-inch"", ""3 Tbsp. water"", ""1/2 c. sugar or to taste"", ""1/2 tsp. cinnamon""]","[""This recipe requires an apple which will keep its shape (Yellow Delicious are especially good.)""]",www.cookbooks.com/Recipe-Details.aspx?id=209151,Gathered,"[""apples"", ""water"", ""sugar"", ""cinnamon""]"
65780,Peanut Butter Blossoms,"[""3 1/2 c. flour"", ""1 tsp. salt"", ""1 c. peanut butter"", ""1 c. brown sugar"", ""4 tsp. milk"", ""2 tsp. baking soda"", ""1 c. shortening"", ""1 c. sugar"", ""2 eggs"", ""2 tsp. vanilla""]","[""Mix all ingredients."", ""Form into 1-inch balls."", ""Roll each in additional sugar, then bake at 375\u00b0 for 10 to 12 minutes."", ""Gently press an unwrapped Hershey's Kiss into each ball.""]",www.cookbooks.com/Recipe-Details.aspx?id=553973,Gathered,"[""flour"", ""salt"", ""peanut butter"", ""brown sugar"", ""milk"", ""baking soda"", ""shortening"", ""sugar"", ""eggs"", ""vanilla""]"
982811,Chicken Jambalaya Wrap,"[""2 boneless skinless chicken breasts"", ""1 cup green pepper, 1/4 in. dice"", ""1 cup celery, 1/4 in. dice"", ""1 cup onion, 1/4 in. dice"", ""2 teaspoons canola oil"", ""1 cup white rice or 1 cup brown rice, cooked and cooled"", ""1/2 teaspoon paprika"", ""1/2 teaspoon cayenne pepper"", ""1/2 teaspoon white pepper"", ""1/2 teaspoon black pepper"", ""1/2 teaspoon garlic salt"", ""1/2 teaspoon Tabasco sauce"", ""nonstick cooking spray"", ""4 jalapeno-cilantro tortillas or 4 chipotle pepper tortillas, 8 inch size""]","[""Cut chicken breasts into strips. Heat wok or saute pan. Spray with nonstick spray and add chicken strips and cook until done."", ""Remove chicken from wok/pan and set aside."", ""Heat oil in pan. Add peppers, celery and onions and cook until crisp tender. Add chicken, rice, seasonings and Tabasco. Blend well and heat through."", ""Warm 4 tortillas and fill each with 1 cup chicken and vegetable mixture. Serve.""]",www.food.com/recipe/chicken-jambalaya-wrap-155886,Gathered,"[""chicken breasts"", ""green pepper"", ""celery"", ""onion"", ""canola oil"", ""white rice"", ""paprika"", ""cayenne pepper"", ""white pepper"", ""black pepper"", ""garlic salt"", ""Tabasco sauce"", ""nonstick cooking spray"", ""jalapeno-cilantro tortillas""]"
13528,Chicken Fajita Sandwiches,"[""1/4 c. lime juice"", ""2 tsp. finely chopped garlic"", ""1/2 tsp. ground cumin"", ""dash of liquid red pepper seasoning"", ""4 boneless, skinned chicken breast halves (about 1 lb.)"", ""1 Tbsp. vegetable oil"", ""1 large onion, sliced"", ""1 sweet green pepper, sliced"", ""4 slices Monterey Jack cheese"", ""4 rectangular club rolls or small submarine rolls, split"", ""1 1/4 c. shredded lettuce (optional)"", ""1/3 c. bottled salsa (optional)""]","[""Combine lime juice, garlic, cumin and red pepper seasoning in medium-size bowl."", ""Add chicken."", ""Refrigerate covered for 30 to 60 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=662939,Gathered,"[""lime juice"", ""garlic"", ""ground cumin"", ""liquid red pepper"", ""chicken"", ""vegetable oil"", ""onion"", ""sweet green pepper"", ""cheese"", ""rectangular club rolls"", ""shredded lettuce"", ""salsa""]"
813454,Rum Cake,"[""1 box yellow cake mix"", ""4 eggs"", ""1/2 c. rum"", ""1/2 c. water"", ""1/2 c. oil"", ""1 c. pecans (optional)""]","[""Dump all ingredients in a bowl."", ""Mix 3 minutes. Bake in greased and floured Bundt pan at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=342441,Gathered,"[""yellow cake mix"", ""eggs"", ""rum"", ""water"", ""oil"", ""pecans""]"
329334,Nutty Cheese Bars,"[""18 1/2 oz. Duncan Hines butter recipe golden cake mix"", ""3/4 c. butter, melted"", ""1 1/2 c. pecans or walnuts, chopped (divided)"", ""1 c. brown sugar"", ""2 (8 oz.) pkg. cream cheese, softened""]","[""Preheat oven to 350\u00b0."", ""Grease and flour a 13 x 9-inch pan. In a medium bowl, stir together dry cake mix, butter and nuts. Press mixture evenly in bottom of pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=338145,Gathered,"[""butter"", ""butter"", ""pecans"", ""brown sugar"", ""cream cheese""]"
1220154,Crawfish Cakes With Lemon Butter Sauce,"[""Crawfish Cakes"", ""1/2 cup butter"", ""2 cups onions, peeled and diced"", ""1 cup celery, diced"", ""1 cup red bell pepper, seeded and diced"", ""1 cup green bell pepper, seeded and diced"", ""1 tablespoon Worcestershire sauce"", ""1 tablespoon Tabasco sauce (or other Louisiana style hot sauce)"", ""1 lb crawfish tail meat"", ""2 ounces romano cheese, grated (about 1/2 cup)"", ""1 cup dry breadcrumbs"", ""salt and pepper, to taste"", ""4 tablespoons olive oil"", ""4 tablespoons flour, for dusting"", ""Lemon Butter Sauce"", ""2 lemons, juice of"", ""1/4 cup dry white wine (Chardonnay, Pinot Grigio or Sauvignon Blanc)"", ""1 cup butter, cut into tablespoons""]","[""To make the crawfish cakes: Melt the butter in a large skillet and saute the vegetables until tender, about five minutes."", ""Add the Worcestershire, hot sauce and crawfish; cook about three minutes or until the crawfish are heated through."", ""Remove from heat and add remaining ingredients; mix thoroughly, transfer to a cookie sheet and chill in refrigerator at least 45 minutes or overnight."", ""Form into 8 round cakes of about 1/2 cup each."", ""Dust with flour."", ""Heat olive oil in a skillet and cook cakes until golden on each side."", ""For the Sauce: Combine the lemon juice and wine in a saucepan; cook over medium heat until reduced by half."", ""Lower heat and whisk in butter a tablespoon at a time."", ""To serve, ladle a little sauce on warmed salad plates; place two cakes on each.""]",www.food.com/recipe/crawfish-cakes-with-lemon-butter-sauce-397383,Gathered,"[""Crawfish Cakes"", ""butter"", ""onions"", ""celery"", ""red bell pepper"", ""green bell pepper"", ""Worcestershire sauce"", ""Tabasco sauce"", ""meat"", ""romano cheese"", ""breadcrumbs"", ""salt"", ""olive oil"", ""flour"", ""Lemon Butter"", ""lemons"", ""white wine"", ""butter""]"
994044,Oven-Style Pizza Fries,"[""2 1/2 lbs potatoes"", ""1/4 cup tomato paste"", ""3 tablespoons vegetable oil"", ""1 tablespoon dried oregano"", ""2 teaspoons fennel seeds"", ""2 teaspoons mild paprika"", ""1 teaspoon dried basil"", ""1 teaspoon garlic powder"", ""1 teaspoon salt"", ""1/2 teaspoon sugar"", ""1/2 cup grated parmesan cheese (optional)""]","[""Preheat oven to 400\u00b0F."", ""Line a large baking sheet with aluminum foil and coat lightly with oil."", ""Grind fennel seed, oregano and basil into a powder using a spice mill or mortar and pestle."", ""Wash, peel and slice potatoes into thin french fry shapes."", ""Combine ground spices, tomato paste, garlic powder, salt, sugar and oil in a small bowl until smooth."", ""Place potatoes and seasoning paste in a large ziplock or plastic bag."", ""Using your hands, move the potatoes around in the bag until they are evenly coated with the seasoning paste."", ""Place potatoes in a single layer on the baking sheet."", ""Bake for 25 minutes at 400\u00b0F."", ""Using a spatula, turn potatoes over and sprinkle with parmesan cheese (if using)."", ""Bake for 10-20 minutes more or until fries become golden and start to crisp (time may vary with size of fries)."", ""Serve with marinara sauce or ketchup, if desired.""]",www.food.com/recipe/oven-style-pizza-fries-96082,Gathered,"[""potatoes"", ""tomato paste"", ""vegetable oil"", ""oregano"", ""fennel seeds"", ""paprika"", ""basil"", ""garlic"", ""salt"", ""sugar"", ""parmesan cheese""]"
324749,Punch,"[""1/2 gal. fruit punch"", ""1 qt. champagne (Sauterne wine)"", ""1 qt. ginger ale""]","[""Fill Cool Whip carton with water and put flower on top. Freeze."", ""Put in punch bowl.""]",www.cookbooks.com/Recipe-Details.aspx?id=203958,Gathered,"[""fruit punch"", ""champagne"", ""ginger ale""]"
379238,Corn Bread Cake,"[""1 c. light brown sugar"", ""1 c. white sugar"", ""1 1/2 c. sifted self-rising flour"", ""4 eggs"", ""1 c. vegetable oil"", ""1 tsp. vanilla"", ""2 c. chopped pecans""]","[""Mix all ingredients together and add pecans."", ""Bake in a 9 x 13-inch pan at 350\u00b0 for 35 to 40 minutes."", ""Do not overcook.""]",www.cookbooks.com/Recipe-Details.aspx?id=806195,Gathered,"[""light brown sugar"", ""white sugar"", ""flour"", ""eggs"", ""vegetable oil"", ""vanilla"", ""pecans""]"
571847,Green Bean Casserole,"[""1 can french fried onion"", ""1 10 3/4 oz. cream of mushroom"", ""1/4 c. sour cream"", ""1/2 tsp. worcestershire sauce"", ""2 1 lb. cans cut green beans, drained""]","[""In a 2 qt. casserole dish combine 1/2 the onion, soup, sour cream, worcestershire sauce and fold in green beans."", ""Bake uncovered 30 minutes at 350\u00b0."", ""Top with remaining onions."", ""Brown 15 minutes more.""]",www.cookbooks.com/Recipe-Details.aspx?id=56338,Gathered,"[""french fried onion"", ""cream of mushroom"", ""sour cream"", ""worcestershire sauce"", ""green beans""]"
578620,Impossible French Apple Pie,"[""6 c. peeled sliced apples (tart, Granny Smith)"", ""1 1/4 tsp. cinnamon"", ""1/4 tsp. nutmeg"", ""1 c. sugar"", ""3/4 c. milk"", ""1 1/2 c. Bisquick, divided"", ""2 eggs"", ""5 Tbsp. butter or margarine"", ""1/2 c. chopped nuts"", ""1/2 c. brown sugar (packed)"", ""1/3 c. raisins (optional)""]","[""Mix apples, cinnamon and nutmeg in bowl."", ""Arrange in 10-inch greased Pyrex plate."", ""Combine sugar, milk, 1/2 cup Bisquick, eggs and 2 tablespoons of butter in blender on high speed for 15 seconds."", ""Pour over apples.""]",www.cookbooks.com/Recipe-Details.aspx?id=178670,Gathered,"[""apples"", ""cinnamon"", ""nutmeg"", ""sugar"", ""milk"", ""Bisquick"", ""eggs"", ""butter"", ""nuts"", ""brown sugar"", ""raisins""]"
632958,Low-Fat Brownies,"[""2 substitute eggs"", ""2 Tbsp. Cream of Wheat"", ""3/4 c. sugar"", ""1/3 c. cocoa"", ""1/3 c. oil"", ""1/4 c. flour"", ""1/2 tsp. salt"", ""1/2 tsp. baking powder"", ""1 1/2 tsp. vanilla"", ""English walnuts""]","[""Mix Cream of Wheat with substitute eggs."", ""Mix all remaining ingredients in second bowl."", ""Add egg mixture."", ""Spray a loaf pan or 8-inch square pan."", ""Bake for 25 minutes in 350\u00b0 oven.""]",www.cookbooks.com/Recipe-Details.aspx?id=228358,Gathered,"[""substitute eggs"", ""Cream of Wheat"", ""sugar"", ""cocoa"", ""oil"", ""flour"", ""salt"", ""baking powder"", ""vanilla"", ""walnuts""]"
870489,Spinach Dip,"[""10 oz. chopped spinach, thawed and drained"", ""8 oz. chestnuts, drained and chopped"", ""1 c. fat-free mayonnaise"", ""1 c. fat-free sour cream"", ""1/2 c. chopped green onions"", ""1/2 tsp. dill weed"", ""1/2 tsp. garlic powder""]","[""Combine all and mix well. Refrigerate to blend flavors. Serve with raw veggies, such as carrot, celery, cucumber and crackers. Makes 3 1/2 cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=19513,Gathered,"[""chopped spinach"", ""chestnuts"", ""mayonnaise"", ""sour cream"", ""green onions"", ""dill weed"", ""garlic powder""]"
297572,Wasp Nest Cake,"[""1 box yellow cake mix"", ""2 c. milk"", ""1 box vanilla pudding"", ""1 c. chopped nuts"", ""1 pkg. butterscotch chips"", ""1 c. coconut""]","[""Cook pudding as directed with milk."", ""Let cool slightly."", ""Mix with the cake mix."", ""Put in baking dish or pan."", ""Spread nuts, butterscotch chips and coconut."", ""Pour over top of cake and bake at 350\u00b0 or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=797985,Gathered,"[""yellow cake mix"", ""milk"", ""vanilla pudding"", ""nuts"", ""butterscotch chips"", ""coconut""]"
1685244,Biscotti 1,"[""1 cup almonds unblanched"", ""1 cup flour, all-purpose unsifted"", ""1/2 cup whole wheat flour"", ""1/2 cup turbinado sugar"", ""1 teaspoon baking soda"", ""3 large eggs"", ""1/2 teaspoon vanilla extract""]","[""Roast almonds in a 350F (180C) F oven for 10 to 15 minutes until lightly browned."", ""Cool to room temperature."", ""Mix together dry ingredients in a large bowl reserving about 1 cup."", ""Lightly beat eggs and vanilla and add."", ""Work mixture until dough coheres adding reserved dry ingredients if necessary."", ""Add nuts and knead until they are evenly distributed."", ""Divide into thirds and rest for a few minutes."", ""Then shape into slabs about 1 inch wide and 12 to 14 inch long."", ""Place on a lightly oiled cookie sheet and bake at 300F (150C) for 50 minutes."", ""Cool on a rack for 5 minutes then cut diagonal bars 1/2 inch thick."", ""Lay the cookies on their sides and return to the oven for 50 minutes.""]",recipeland.com/recipe/v/biscotti-1-38250,Recipes1M,"[""almonds unblanched"", ""flour"", ""whole wheat flour"", ""turbinado sugar"", ""baking soda"", ""eggs"", ""vanilla""]"
974505,Neopolitan Zuppa Di Zucchine,"[""2 lbs zucchini"", ""4 tablespoons extra virgin olive oil"", ""2 1/2 pints hot vegetable broth"", ""salt, to taste"", ""fresh ground black pepper, to taste"", ""3 eggs"", ""2 tablespoons parmesan cheese, freshly grated"", ""1 1/2 tablespoons fresh Italian parsley, chopped (curly parsley okay to use)"", ""12 fresh basil leaves, chopped"", ""6 slices Italian bread, toasted (or French bread)"", ""lemon slice""]","[""Without peeling the zucchini, cut into small cubes. Heat the olive oil on medium and cook the zucchini for 5 minutes, stirring constantly."", ""Add the hot stock, season to taste with salt and pepper; cover and stew gently for 20 minutes."", ""Meanwhile, beat the eggs and Parmesan cheese together with the herbs."", ""Just before serving the soup, place the toasted bread in a soup tureen. Remove the soup from the heat and quickly stir in the egg mixture using a wire whisk."", ""Pour the soup over the toast, add a bit more salt or pepper if needed and serve immediately."", ""Serve lemon slices on side for garnish.""]",www.food.com/recipe/neopolitan-zuppa-di-zucchine-174637,Gathered,"[""zucchini"", ""extra virgin olive oil"", ""vegetable broth"", ""salt"", ""fresh ground black pepper"", ""eggs"", ""parmesan cheese"", ""fresh Italian parsley"", ""basil"", ""Italian bread"", ""lemon slice""]"
